Player,Rk,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Reiss Nelson,373,engENG,FW,Arsenal,25-150,1999,0.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Remy Rees-Dottin,426,engENG,FW,Bournemouth,19-064,2006,0.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Renato Veiga,527,ptPOR,"DF,MF",Chelsea,21-284,2003,2.0,0,3,1,33.3,1.49,0.50,0.00,0.00,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Ricardo Pereira,408,ptPOR,DF,Leicester City,31-215,1993,3.8,0,2,1,50.0,0.53,0.26,0.00,0.00,17.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Riccardo Calafiori,82,itITA,DF,Arsenal,22-355,2002,10.3,2,10,6,60.0,0.97,0.58,0.20,0.33,14.1,0,0,0,0.9,0.9,0.09,+1.1,+1.1,Matches
Richarlison,432,brBRA,FW,Tottenham,27-364,1997,5.3,4,17,7,41.2,3.22,1.33,0.24,0.57,9.1,0,0,0,3.7,3.7,0.22,+0.3,+0.3,Matches
Rico Henry,234,engENG,DF,Brentford,27-305,1997,0.9,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Rico Lewis,301,engENG,"DF,MF",Manchester City,20-169,2004,20.2,1,10,2,20.0,0.50,0.10,0.10,0.50,15.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4,Matches
Robert Sánchez,446,esESP,GK,Chelsea,27-172,1997,29.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Robin Olsen,391,seSWE,GK,Aston Villa,35-121,1990,2.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Rodri,436,esESP,MF,Manchester City,28-321,1996,0.7,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Rodrigo Bentancur,52,uyURU,MF,Tottenham,27-318,1997,16.9,2,22,5,22.7,1.30,0.30,0.09,0.40,17.4,0,0,0,1.3,1.3,0.06,+0.7,+0.7,Matches
Rodrigo Gomes,203,ptPOR,"DF,FW",Wolves,21-306,2003,7.5,2,6,3,50.0,0.80,0.40,0.33,0.67,17.3,0,0,0,0.6,0.6,0.09,+1.4,+1.4,Matches
Rodrigo Muniz,364,brBRA,FW,Fulham,24-005,2001,10.7,8,39,19,48.7,3.64,1.77,0.21,0.42,12.0,0,0,0,5.8,5.8,0.15,+2.2,+2.2,Matches
Romain Esse,167,engENG,MF,Crystal Palace,19-361,2005,0.4,1,1,1,100.0,2.65,2.65,1.00,1.00,2.8,0,0,0,0.3,0.3,0.32,+0.7,+0.7,Matches
Roman Dixon,139,engENG,DF,Everton,20-134,2004,1.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Roméo Lavia,297,beBEL,MF,Chelsea,21-123,2004,7.6,0,1,0,0.0,0.13,0.00,0.00,N/a,16.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
Ronnie Edwards,159,engENG,DF,Southampton,22-042,2003,0.1,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Ross Barkley,45,engENG,MF,Aston Villa,31-155,1993,6.3,3,15,5,33.3,2.36,0.79,0.20,0.60,14.0,0,0,0,1.7,1.7,0.11,+1.3,+1.3,Matches
Ross Stewart,486,sctSCO,FW,Southampton,28-302,1996,3.2,0,4,0,0.0,1.26,0.00,0.00,N/a,11.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Ryan Christie,99,sctSCO,MF,Bournemouth,30-076,1995,23.5,2,33,12,36.4,1.40,0.51,0.06,0.17,19.6,0,0,0,1.8,1.8,0.06,+0.2,+0.2,Matches
Ryan Fraser,188,sctSCO,"FW,DF",Southampton,31-074,1994,3.4,0,1,1,100.0,0.29,0.29,0.00,0.00,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Ryan Gravenberch,209,nlNED,MF,Liverpool,22-358,2002,32.5,0,18,5,27.8,0.55,0.15,0.00,0.00,24.7,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
Ryan Manning,324,ieIRL,"DF,MF",Southampton,28-329,1996,16.2,0,8,1,12.5,0.49,0.06,0.00,0.00,22.0,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Ryan Sessegnon,463,engENG,"FW,DF",Fulham,24-356,2000,5.2,4,13,7,53.8,2.49,1.34,0.31,0.57,12.6,0,0,0,1.6,1.6,0.12,+2.4,+2.4,Matches
Ryan Trevitt,516,engENG,MF,Brentford,22-058,2003,0.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Ryan Yates,562,engENG,MF,Nott'ham Forest,27-169,1997,20.8,2,32,9,28.1,1.54,0.43,0.06,0.22,19.3,0,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
Rúben Dias,132,ptPOR,DF,Manchester City,27-360,1997,22.2,0,18,5,27.8,0.81,0.22,0.00,0.00,19.2,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
Sam Johnstone,265,engENG,GK,Wolves,32-045,1993,7.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Sam Morsy,358,egEGY,MF,Ipswich Town,33-241,1991,27.6,1,9,2,22.2,0.33,0.07,0.11,0.50,26.3,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Sammie Szmodics,493,ieIRL,"FW,MF",Ipswich Town,29-227,1995,10.9,4,21,12,57.1,1.93,1.10,0.19,0.33,14.0,0,0,0,3.4,3.4,0.16,+0.6,+0.6,Matches
Samuel Amo-Ameyaw,21,engENG,"FW,DF",Southampton,18-295,2006,0.3,0,1,0,0.0,3.21,0.00,0.00,N/a,20.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Samuel Edozie,158,engENG,"DF,FW",Southampton,22-101,2003,0.7,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Sander Berge,54,noNOR,MF,Fulham,27-084,1998,23.2,0,2,0,0.0,0.09,0.00,0.00,N/a,7.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Sandro Tonali,510,itITA,MF,Newcastle Utd,25-001,2000,26.2,3,32,10,31.3,1.22,0.38,0.09,0.30,19.6,3,0,0,3.7,3.7,0.11,-0.7,-0.7,Matches
Santiago Bueno,73,uyURU,DF,Wolves,26-181,1998,18.7,0,6,3,50.0,0.32,0.16,0.00,0.00,14.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Saša Lukić,310,rsSRB,MF,Fulham,28-269,1996,24.1,0,17,2,11.8,0.71,0.08,0.00,0.00,20.1,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches
Scott McTominay,341,sctSCO,MF,Manchester Utd,28-152,1996,0.2,0,1,0,0.0,4.74,0.00,0.00,N/a,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Sean Longstaff,309,engENG,MF,Newcastle Utd,27-191,1997,8.9,0,6,1,16.7,0.68,0.11,0.00,0.00,13.5,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
Sepp van den Berg,128,nlNED,DF,Brentford,23-140,2001,25.7,0,16,5,31.3,0.62,0.19,0.00,0.00,10.6,0,0,0,1.7,1.7,0.11,-1.7,-1.7,Matches
Sergio Reguilón,427,esESP,DF,Tottenham,28-144,1996,1.4,0,1,0,0.0,0.73,0.00,0.00,N/a,5.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Shumaira Mheuka,345,engENG,MF,Chelsea,17-201,2007,0.0,0,1,1,100.0,90.00,90.00,0.00,0.00,7.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Simon Adingra,5,ciCIV,"FW,MF",Brighton,23-128,2002,10.6,2,25,7,28.0,2.35,0.66,0.08,0.29,16.2,0,0,0,2.2,2.2,0.09,-0.2,-0.2,Matches
Solly March,325,engENG,"FW,MF",Brighton,30-293,1994,1.9,0,2,0,0.0,1.07,0.00,0.00,N/a,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Son Heung-min,236,krKOR,FW,Tottenham,32-305,1992,22.3,7,53,24,45.3,2.38,1.08,0.11,0.25,17.0,1,1,2,7.0,5.4,0.10,0.0,+0.6,Matches
Stefan Ortega,397,deGER,GK,Manchester City,32-184,1992,12.2,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Stephy Mavididi,332,engENG,FW,Leicester City,26-343,1998,17.9,4,26,7,26.9,1.45,0.39,0.15,0.57,16.1,1,0,0,1.8,1.8,0.07,+2.2,+2.2,Matches
Sven Botman,63,nlNED,DF,Newcastle Utd,25-117,2000,2.6,0,1,0,0.0,0.39,0.00,0.00,N/a,11.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Sávio,452,brBRA,"FW,MF",Manchester City,21-029,2004,19.3,1,54,21,38.9,2.80,1.09,0.02,0.05,17.7,1,0,0,4.9,4.9,0.09,-3.9,-3.9,Matches
Séamus Coleman,104,ieIRL,DF,Everton,36-210,1988,2.2,0,1,1,100.0,0.46,0.46,0.00,0.00,10.5,0,0,0,0.6,0.6,0.57,-0.6,-0.6,Matches
Taiwo Awoniyi,38,ngNGA,FW,Nott'ham Forest,27-270,1997,4.5,1,10,4,40.0,2.21,0.88,0.10,0.25,12.6,0,0,0,2.1,2.1,0.21,-1.1,-1.1,Matches
Takehiro Tomiyasu,509,jpJPN,DF,Arsenal,26-185,1998,0.1,0,1,0,0.0,12.86,0.00,0.00,N/a,1.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
Tariq Lamptey,295,ghGHA,DF,Brighton,24-221,2000,8.9,2,6,2,33.3,0.67,0.22,0.33,1.00,18.5,0,0,0,0.4,0.4,0.06,+1.6,+1.6,Matches
Taylor Harwood-Bellis,228,engENG,DF,Southampton,23-099,2002,29.5,1,20,8,40.0,0.68,0.27,0.05,0.13,10.6,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Matches
Thiago,502,brBRA,FW,Brentford,23-317,2001,1.6,0,1,0,0.0,0.63,0.00,0.00,N/a,14.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Thomas Partey,405,ghGHA,"MF,DF",Arsenal,31-330,1993,28.1,4,23,7,30.4,0.82,0.25,0.17,0.57,19.5,0,0,0,2.0,2.0,0.09,+2.0,+2.0,Matches
Tim Iroegbunam,248,engENG,MF,Everton,21-313,2003,6.3,0,5,0,0.0,0.79,0.00,0.00,N/a,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Timo Werner,546,deGER,"FW,MF",Tottenham,29-064,1996,5.7,0,8,3,37.5,1.40,0.52,0.00,0.00,18.2,0,0,0,1.0,1.0,0.12,-1.0,-1.0,Matches
Timothy Castagne,90,beBEL,DF,Fulham,29-155,1995,18.3,0,8,3,37.5,0.44,0.16,0.00,0.00,14.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Toby Collyer,106,engENG,MF,Manchester Utd,21-126,2004,2.0,0,1,0,0.0,0.50,0.00,0.00,N/a,6.2,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
Tom Cairney,80,sctSCO,MF,Fulham,34-109,1991,5.5,1,5,2,40.0,0.91,0.36,0.20,0.50,23.3,1,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
Tommy Doyle,149,engENG,MF,Wolves,23-204,2001,5.4,0,9,2,22.2,1.66,0.37,0.00,0.00,24.5,1,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Tomáš Souček,479,czCZE,MF,West Ham,30-071,1995,25.9,8,52,14,26.9,2.01,0.54,0.15,0.57,12.0,0,0,0,6.0,6.0,0.12,+2.0,+2.0,Matches
Tosin Adarabioyo,4,engENG,DF,Chelsea,27-227,1997,13.7,1,12,2,16.7,0.88,0.15,0.08,0.50,12.5,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
Toti Gomes,204,ptPOR,DF,Wolves,26-113,1999,26.0,0,7,2,28.6,0.27,0.08,0.00,0.00,11.6,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
Trent Alexander-Arnold,15,engENG,DF,Liverpool,26-214,1998,25.5,3,43,8,18.6,1.69,0.31,0.07,0.38,23.3,2,0,0,1.8,1.8,0.04,+1.2,+1.2,Matches
Trevoh Chalobah,91,engENG,DF,Crystal Palace,25-308,1999,11.8,3,11,4,36.4,0.93,0.34,0.27,0.75,15.1,0,0,0,1.2,1.2,0.11,+1.8,+1.8,Matches
Tyler Adams,3,usUSA,MF,Bournemouth,26-084,1999,19.0,0,8,2,25.0,0.42,0.11,0.00,0.00,16.1,0,0,0,1.6,1.6,0.19,-1.6,-1.6,Matches
Tyler Dibling,134,engENG,"FW,MF",Southampton,19-058,2006,19.4,2,28,9,32.1,1.45,0.46,0.07,0.22,19.3,0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches
Tyler Fredricson,189,engENG,DF,Manchester Utd,20-075,2005,1.8,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Tyrell Malacia,321,nlNED,DF,Manchester Utd,25-265,1999,1.1,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Tyrick Mitchell,351,engENG,DF,Crystal Palace,25-250,1999,32.7,0,11,2,18.2,0.34,0.06,0.00,0.00,13.4,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
Tyrique George,196,engENG,FW,Chelsea,19-094,2006,1.1,1,3,1,33.3,2.62,0.87,0.33,1.00,15.0,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Matches
Tyrone Mings,349,engENG,DF,Aston Villa,32-057,1993,11.7,0,9,1,11.1,0.77,0.09,0.00,0.00,11.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
Valentino Livramento,308,engENG,DF,Newcastle Utd,22-178,2002,28.6,0,5,1,20.0,0.18,0.04,0.00,0.00,20.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Victor Bernth Kristiansen,56,dkDEN,DF,Leicester City,22-144,2002,26.4,0,3,0,0.0,0.11,0.00,0.00,N/a,17.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
Victor Lindelöf,306,seSWE,DF,Manchester Utd,30-296,1994,5.4,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Virgil van Dijk,525,nlNED,DF,Liverpool,33-305,1991,35.0,3,27,8,29.6,0.77,0.23,0.11,0.38,13.1,1,0,0,2.2,2.2,0.08,+0.8,+0.8,Matches
Vitaliy Mykolenko,369,uaUKR,DF,Everton,25-345,1999,31.2,0,12,0,0.0,0.38,0.00,0.00,N/a,20.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Vitaly Janelt,254,deGER,MF,Brentford,26-364,1998,25.0,1,14,4,28.6,0.56,0.16,0.07,0.25,17.7,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
Vitezslav Jaros,255,czCZE,GK,Liverpool,23-290,2001,0.1,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Vitor Reis,428,brBRA,DF,Manchester City,19-117,2006,0.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Vladimír Coufal,110,czCZE,DF,West Ham,32-260,1992,9.7,0,4,1,25.0,0.41,0.10,0.00,0.00,16.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Wataru Endo,165,jpJPN,MF,Liverpool,32-089,1993,2.6,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Welington,545,brBRA,"DF,MF",Southampton,24-079,2001,2.4,0,3,0,0.0,1.26,0.00,0.00,N/a,31.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Wes Burns,77,wlsWAL,"FW,DF",Ipswich Town,30-167,1994,10.3,0,7,1,14.3,0.68,0.10,0.00,0.00,18.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Wesley Fofana,184,frFRA,DF,Chelsea,24-143,2000,13.0,0,3,0,0.0,0.23,0.00,0.00,N/a,10.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
Wilfred Ndidi,371,ngNGA,MF,Leicester City,28-144,1996,23.9,0,22,8,36.4,0.92,0.34,0.00,0.00,13.9,0,0,0,2.0,2.0,0.09,-2.0,-2.0,Matches
Will Alves,19,engENG,FW,Leicester City,20-095,2005,0.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Will Hughes,242,engENG,MF,Crystal Palace,30-022,1995,21.1,0,20,1,5.0,0.95,0.05,0.00,0.00,22.5,0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
Will Lankshear,296,engENG,"FW,MF",Tottenham,20-019,2005,0.1,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
William Osula,398,dkDEN,FW,Newcastle Utd,21-278,2003,1.2,1,3,1,33.3,2.60,0.87,0.33,1.00,14.5,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
William Saliba,445,frFRA,DF,Arsenal,24-046,2001,32.3,2,6,2,33.3,0.19,0.06,0.33,1.00,5.4,0,0,0,2.3,2.3,0.38,-0.3,-0.3,Matches
William Smallbone,472,ieIRL,MF,Southampton,25-077,2000,7.2,1,6,1,16.7,0.84,0.14,0.17,1.00,19.3,1,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
Willian,551,brBRA,"FW,MF",Fulham,36-273,1988,2.7,0,7,0,0.0,2.61,0.00,0.00,N/a,22.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Willy Boly,62,ciCIV,DF,Nott'ham Forest,34-095,1991,1.7,0,1,1,100.0,0.60,0.60,0.00,0.00,10.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Wilson Odobert,388,frFRA,FW,Tottenham,20-162,2004,7.0,1,11,3,27.3,1.57,0.43,0.09,0.33,16.8,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
Wout Faes,174,beBEL,DF,Leicester City,27-036,1998,28.3,1,11,1,9.1,0.39,0.04,0.09,1.00,10.0,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches
Woyo Coulibaly,111,frFRA,DF,Leicester City,25-354,1999,1.2,0,2,1,50.0,1.65,0.83,0.00,0.00,19.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Yankuba Minteh,350,gmGAM,"FW,MF",Brighton,20-291,2004,17.6,6,30,15,50.0,1.70,0.85,0.20,0.40,13.5,0,0,0,4.0,4.0,0.13,+2.0,+2.0,Matches
Yasin Ayari,39,seSWE,MF,Brighton,21-215,2003,19.5,1,25,7,28.0,1.28,0.36,0.04,0.14,19.0,2,0,0,2.2,2.2,0.09,-1.2,-1.2,Matches
Yehor Yarmoliuk,561,uaUKR,MF,Brentford,21-069,2004,13.3,0,9,2,22.2,0.68,0.15,0.00,0.00,15.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Yerson Mosquera,359,coCOL,DF,Wolves,24-007,2001,4.9,0,2,0,0.0,0.41,0.00,0.00,N/a,12.4,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
Yoane Wissa,557,cdCOD,FW,Brentford,28-248,1996,29.4,18,80,37,46.3,2.72,1.26,0.23,0.49,13.4,0,0,0,16.5,16.5,0.21,+1.5,+1.5,Matches
Youri Tielemans,504,beBEL,MF,Aston Villa,28-002,1997,33.3,3,38,12,31.6,1.14,0.36,0.08,0.25,20.3,0,0,1,3.1,2.3,0.06,-0.1,+0.7,Matches
Youssef Chermiti,94,ptPOR,"FW,MF",Everton,20-350,2004,0.5,0,3,1,33.3,6.00,2.00,0.00,0.00,13.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Yukinari Sugawara,490,jpJPN,"DF,MF",Southampton,24-315,2000,16.3,1,13,5,38.5,0.80,0.31,0.08,0.20,19.2,1,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
Yunus Emre Konak,162,trTUR,"FW,MF",Brentford,19-119,2006,0.5,0,1,0,0.0,2.20,0.00,0.00,N/a,21.4,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches
Yves Bissouma,59,mlMLI,MF,Tottenham,28-252,1996,14.4,2,11,4,36.4,0.76,0.28,0.18,0.50,23.4,0,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches
Zain Silcott-Duberry,465,msMSR,FW,Bournemouth,19-304,2005,0.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
Álex Moreno,357,esESP,"DF,MF",Nott'ham Forest,31-335,1993,10.6,0,6,0,0.0,0.57,0.00,0.00,N/a,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
İlkay Gündoğan,220,deGER,MF,Manchester City,34-197,1990,22.8,0,25,5,20.0,1.10,0.22,0.00,0.00,18.3,2,0,0,2.7,2.7,0.11,-2.7,-2.7,Matches
Łukasz Fabiański,173,plPOL,GK,West Ham,40-021,1985,11.9,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,Matches
