Team,Median of Age,Mean of Age,Std of Age,Median of Matches Played,Mean of Matches Played,Std of Matches Played,Median of Starts,Mean of Starts,Std of Starts,Median of Minutes,Mean of Minutes,Std of Minutes,Median of Goals,Mean of Goals,Std of Goals,Median of Assists,Mean of Assists,Std of Assists,Median of Yellow Cards,Mean of Yellow Cards,Std of Yellow Cards,Median of Red Cards,Mean of Red Cards,Std of Red Cards,Median of xG,Mean of xG,Std of xG,Median of xAG,Mean of xAG,Std of xAG,Median of PrgC,Mean of PrgC,Std of PrgC,Median of PrgP,Mean of PrgP,Std of PrgP,Median of PrgR,Mean of PrgR,Std of PrgR,Median of Gls/90,Mean of Gls/90,Std of Gls/90,Median of Ast/90,Mean of Ast/90,Std of Ast/90,Median of xG/90,Mean of xG/90,Std of xG/90,Median of xAG/90,Mean of xAG/90,Std of xAG/90,Median of GA90,Mean of GA90,Std of GA90,Median of Save%,Mean of Save%,Std of Save%,Median of CS%,Mean of CS%,Std of CS%,Median of PK Save%,Mean of PK Save%,Std of PK Save%,Median of SoT%,Mean of SoT%,Std of SoT%,Median of SoT/90,Mean of SoT/90,Std of SoT/90,Median of G/Sh,Mean of G/Sh,Std of G/Sh,Median of Dist,Mean of Dist,Std of Dist,Median of Cmp,Mean of Cmp,Std of Cmp,Median of Cmp%,Mean of Cmp%,Std of Cmp%,Median of TotDist,Mean of TotDist,Std of TotDist,Median of Short Cmp%,Mean of Short Cmp%,Std of Short Cmp%,Median of Medium Cmp%,Mean of Medium Cmp%,Std of Medium Cmp%,Median of Long Cmp%,Mean of Long Cmp%,Std of Long Cmp%,Median of KP,Mean of KP,Std of KP,Median of 1/3,Mean of 1/3,Std of 1/3,Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of PrgP (Passing),Mean of PrgP (Passing),Std of PrgP (Passing),Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of Tkl,Mean of Tkl,Std of Tkl,Median of TklW,Mean of TklW,Std of TklW,Median of Att (Challenges),Mean of Att (Challenges),Std of Att (Challenges),Median of Lost (Challenges),Mean of Lost (Challenges),Std of Lost (Challenges),Median of Blocks,Mean of Blocks,Std of Blocks,Median of Sh (Blocks),Mean of Sh (Blocks),Std of Sh (Blocks),Median of Pass (Blocks),Mean of Pass (Blocks),Std of Pass (Blocks),Median of Int,Mean of Int,Std of Int,Median of Touches,Mean of Touches,Std of Touches,Median of Def Pen,Mean of Def Pen,Std of Def Pen,Median of Def 3rd,Mean of Def 3rd,Std of Def 3rd,Median of Mid 3rd,Mean of Mid 3rd,Std of Mid 3rd,Median of Att 3rd,Mean of Att 3rd,Std of Att 3rd,Median of Att Pen,Mean of Att Pen,Std of Att Pen,Median of Att (Take-Ons),Mean of Att (Take-Ons),Std of Att (Take-Ons),Median of Succ% (Take-Ons),Mean of Succ% (Take-Ons),Std of Succ% (Take-Ons),Median of Tkld%,Mean of Tkld%,Std of Tkld%,Median of Carries,Mean of Carries,Std of Carries,Median of ProDist,Mean of ProDist,Std of ProDist,Median of ProgC (Carries),Mean of ProgC (Carries),Std of ProgC (Carries),Median of 1/3 (Carries),Mean of 1/3 (Carries),Std of 1/3 (Carries),Median of CPA,Mean of CPA,Std of CPA,Median of Mis,Mean of Mis,Std of Mis,Median of Dis,Mean of Dis,Std of Dis,Median of Rec,Mean of Rec,Std of Rec,Median of PrgR (Receiving),Mean of PrgR (Receiving),Std of PrgR (Receiving),Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of Recov,Mean of Recov,Std of Recov,Median of Won (Aerial),Mean of Won (Aerial),Std of Won (Aerial),Median of Lost (Aerial),Mean of Lost (Aerial),Std of Lost (Aerial),Median of Won% (Aerial),Mean of Won% (Aerial),Std of Won% (Aerial)
all,,,,23.0,21.740406320541762,9.645192778059586,15.0,15.593679458239277,10.794130957506017,1364.0,1397.03611738149,907.4958601829237,1.0,2.234762979683973,3.6830247289560125,1.0,1.6455981941309255,2.290724418840829,2.0,3.1670428893905194,2.663494976362179,0.0,0.09706546275395034,0.3184599007325972,1.0,2.2530474040632056,3.22864140277339,1.0,1.6602708803611739,1.9384188917158713,17.0,29.040632054176072,31.60013419350569,46.0,57.284424379232505,50.516118177916205,29.0,56.75620767494357,66.21994187801599,0.05,0.12909706546275396,0.18684834769571254,0.05,0.09627539503386005,0.12486150156962482,0.08,0.14313769751693,0.16075851455217363,0.08,0.10374717832957113,0.09957124923464032,2.245,2.2325,0.8803530136095569,65.8,61.162499999999994,13.720051801234987,4.65,17.7125,34.25732194937101,0.0,8.933333333333334,13.88620418496958,30.0,28.761403508771934,19.36652420048482,0.23,0.4023622047244095,0.4659519797252322,0.06,0.07953216374269007,0.10102880089634715,16.2,16.5546783625731,5.131698830548061,479.0,575.1102362204724,474.83644100967393,80.4,79.30892388451444,8.306939023743414,7621.0,9877.653543307086,8618.53224411267,89.8,88.58031496062993,6.97615154844378,85.7,83.81706036745406,10.19173802486106,54.1,54.34588859416446,14.898146761740676,9.0,14.451443569553806,16.154871491615864,31.0,44.74015748031496,45.77988743607115,7.0,12.128608923884514,15.015141319657586,1.0,2.900262467191601,4.574589418951423,46.0,57.284424379232505,50.516118177916205,22.0,33.46981627296588,33.58927236669545,1.89,2.094015748031496,1.4087521128789198,2.0,3.6929133858267718,4.40486300227306,0.16,0.218241469816273,0.22182806158668844,18.0,25.170603674540683,22.68421145580027,11.0,15.031496062992126,13.938929020179053,603.0,705.9028871391076,553.6264259332664,9.0,11.230971128608925,10.350651459370797,12.0,15.488188976377952,13.636174495416855,11.0,19.018372703412073,21.80118728002265,8.0,10.291338582677165,9.524851348104134,7.0,11.32283464566929,11.855188885993593,768.0,866.7532808398951,641.1538833442138,31.0,94.81889763779527,181.32984269685397,7.0,11.63254593175853,11.736644866046708,8.0,9.905511811023622,9.614763651089271,2.0,3.6325459317585302,4.0466218628844235,21.0,36.666666666666664,43.61978868486505,603.0,705.9028871391076,553.6264259332664,44.5,46.2183615819209,21.949436527624567,43.8,42.62175141242938,21.296658325835477,413.0,486.742782152231,370.02209319761505,2171.0,3376.3307086614172,3698.545135138919,17.0,29.040632054176072,31.60013419350569,31.0,44.74015748031496,45.77988743607115,2.0,8.543307086614174,15.057131151320998,13.0,19.750656167979002,20.27244125822814,8.0,13.351706036745407,14.770246709898007,507.0,571.6797900262467,434.05677816321395,29.0,56.75620767494357,66.21994187801599,12.0,15.973753280839896,14.121627453252094,0.0,1.3648293963254594,2.094032067511183,1.0,2.5669291338582676,4.266004943333249,9.0,26.173228346456693,37.97286312650176,45.0,59.44094488188976,47.06121213404837,10.0,19.04724409448819,22.066356244548253,9.0,11.230971128608925,10.350651459370797,50.0,49.41336898395721,20.693816223847676
Arsenal,,,,22.0,22.714285714285715,7.817562645370084,15.0,16.666666666666668,9.870832453918633,1418.0,1488.952380952381,851.1471950368207,2.0,2.9523809523809526,2.801360213828105,2.0,2.4285714285714284,2.7671542886407425,3.0,2.9523809523809526,2.0118695404073916,0.0,0.23809523809523808,0.5389584311207967,2.0,2.6857142857142855,2.6418337787010207,0.9,2.0238095238095233,2.1977044300598663,25.0,37.0,32.51461209979292,59.0,80.04761904761905,62.28601463448773,57.0,79.57142857142857,77.47552608957969,0.11,0.17047619047619045,0.16393523692227338,0.11,0.14380952380952383,0.15044853573485487,0.1,0.16,0.14089002803605372,0.1,0.1252380952380952,0.11685970424483573,,,,,,,,,,,,,29.799999999999997,33.35,25.64433510693781,0.12,0.2842105263157895,0.35968065758196743,0.055,0.08857142857142856,0.10234610532270035,19.15,18.392857142857142,6.153356093124403,590.0,632.4736842105264,427.063405183333,83.8,82.8,7.59670981412348,10830.0,11436.526315789473,8271.647117771387,90.9,91.64736842105265,6.304616335234279,92.0,89.6842105263158,9.39540450065851,55.7,61.45263157894736,15.289116260379206,10.0,13.473684210526315,15.798623080131703,40.0,44.21052631578947,42.08665524495386,5.0,13.0,20.09975124224178,1.0,1.894736842105263,2.131633094395658,59.0,80.04761904761905,62.28601463448773,28.0,30.05263157894737,32.44734826386781,1.51,2.0547368421052625,1.6862264525035797,3.0,3.473684210526316,3.7322680184310864,0.19,0.21105263157894735,0.21239101092199697,15.0,22.736842105263158,23.699137596271672,10.0,13.368421052631579,13.90527688132095,729.0,748.578947368421,497.86681795541733,6.0,10.578947368421053,12.134962296666622,5.0,10.526315789473685,10.699784115437051,9.0,13.31578947368421,15.656211516977134,5.0,7.315789473684211,8.028093945492966,4.0,8.947368421052632,9.246462892554742,892.0,876.2631578947369,571.0399715631183,47.0,165.89473684210526,291.99503320297197,5.0,10.105263157894736,9.971597090637573,6.0,10.052631578947368,12.1448374226826,1.0,2.5789473684210527,3.1325493606767036,12.0,23.0,28.92711146619686,729.0,748.578947368421,497.86681795541733,41.9,45.48,27.11660535012238,33.3,41.60666666666666,26.88837950455461,429.0,510.89473684210526,352.1369516942776,2683.0,4342.421052631579,4306.187980566641,25.0,37.0,32.51461209979292,40.0,44.21052631578947,42.08665524495386,1.0,3.5789473684210527,6.194224814505168,5.0,13.368421052631579,15.166522073727565,4.0,10.947368421052632,14.905158257799831,539.0,589.5263157894736,412.22342491273304,57.0,79.57142857142857,77.47552608957969,8.0,14.157894736842104,18.031648590109363,0.0,0.8947368421052632,1.3289401308354825,0.0,0.9473684210526315,1.6490294859747159,7.0,20.36842105263158,28.19615916774598,44.0,55.578947368421055,41.29476128931514,8.0,14.736842105263158,18.952695807261115,6.0,10.578947368421053,12.134962296666622,48.6,54.54705882352941,22.315216715479675
Aston Villa,,,,21.0,19.88,9.803570778037969,11.0,13.84,11.18659912573969,1051.0,1239.84,896.0447663668,1.0,2.04,3.4457703541201545,0.0,1.6,2.5,2.0,2.56,2.2561028345356955,0.0,0.08,0.27688746209726917,0.8,2.064,3.091100127786222,0.4,1.492,2.0930281093828307,17.0,25.76,24.05077961314352,35.0,48.8,49.01275344234396,25.0,47.32,53.559717450088684,0.04,0.174,0.28943911276812606,0.0,0.07919999999999999,0.09827342808036497,0.09,0.1916,0.24063596295372533,0.05,0.0824,0.0758990557692694,,,,,,,,,,,,,24.1,22.144444444444446,19.097927889517297,0.06,0.3821739130434783,0.5372400557203043,0.025,0.059444444444444446,0.07083304498211206,15.25,14.544444444444443,5.830268102222302,265.0,562.304347826087,534.4987826147042,79.6,78.74782608695654,8.355285184470604,5932.0,9844.565217391304,9550.441611998353,91.8,89.51739130434783,8.792334066669723,86.8,84.61304347826086,12.105682525455332,45.9,48.10434782608696,14.786648715552626,6.0,16.956521739130434,21.972044761199225,11.0,45.69565217391305,58.80896250697035,2.0,13.173913043478262,19.218012795559186,0.0,2.4347826086956523,4.272811369116057,35.0,48.8,49.01275344234396,9.0,36.391304347826086,45.408989028439954,1.98,1.8752173913043473,1.641808508281527,1.0,3.739130434782609,5.109860265874097,0.09,0.16478260869565214,0.19888026469158387,9.0,21.869565217391305,25.538392395881303,6.0,13.217391304347826,15.32068275757,341.0,698.7391304347826,637.6853896134694,4.0,11.0,15.195693169746844,9.0,12.91304347826087,14.847445582193778,4.0,21.434782608695652,28.594065002368655,5.0,8.826086956521738,9.712467030074114,5.0,8.782608695652174,11.245025250544149,578.0,853.8260869565217,747.3136527939081,51.0,125.91304347826087,223.67832280947934,5.0,9.826086956521738,12.301707841201429,3.0,9.130434782608695,11.434812666216374,1.0,2.9130434782608696,4.055445760481273,10.0,34.73913043478261,46.71890545038714,341.0,698.7391304347826,637.6853896134694,44.4,49.57368421052632,16.11716966141192,42.9,37.00000000000001,17.938258307625944,272.0,489.30434782608694,433.36887864755255,2828.0,3672.6521739130435,3849.3807011789177,17.0,25.76,24.05077961314352,11.0,45.69565217391305,58.80896250697035,2.0,7.043478260869565,11.255213987180928,16.0,22.26086956521739,26.541934901216138,5.0,15.304347826086957,19.039277064695632,427.0,577.9565217391304,525.1755099064823,25.0,47.32,53.559717450088684,8.0,13.043478260869565,13.736078111936944,0.0,1.6521739130434783,2.5868319629893017,1.0,2.1739130434782608,3.498729300670114,3.0,31.26086956521739,54.640325926840006,32.0,59.65217391304348,58.83459765667584,9.0,17.652173913043477,23.39115741170771,4.0,11.0,15.195693169746844,50.0,55.877272727272725,22.0189730269187
Bournemouth,,,,26.0,23.8,8.859131476974241,17.5,17.45,11.436207505342981,1690.0,1561.3,979.6341476071027,1.5,2.7,3.728976154106478,1.0,1.95,2.0894471693929497,3.5,4.3,3.0279400675428794,0.0,0.1,0.30779350562554625,1.4,3.0799999999999996,3.6799027447102883,1.5,2.08,1.86366927267011,25.0,34.35,35.0492510618986,50.0,67.15,50.30148579996629,35.5,66.3,73.03719312067906,0.075,0.1555,0.18500284492833874,0.115,0.1155,0.11555244878864591,0.08,0.20800000000000002,0.20361470322258424,0.11,0.1475,0.15025854910436004,2.19,2.19,0.0,64.5,64.5,0.0,3.7,3.7,0.0,25.0,25.0,0.0,32.45,30.172222222222217,19.700307717977566,0.31,0.6331578947368421,0.7791309448608533,0.04,0.06444444444444446,0.07815687258345323,15.850000000000001,16.922222222222224,3.8523568882920545,436.0,502.05263157894734,446.44353552197026,77.0,77.80526315789473,7.788272785570376,6480.0,8410.894736842105,7820.4910395329525,88.2,87.76315789473684,5.82553865190124,85.1,81.96842105263158,10.269915753824044,49.3,53.768421052631574,16.298570238302055,9.0,14.578947368421053,16.392124767276663,37.0,43.473684210526315,47.587776699779425,6.0,11.0,11.080513425729775,2.0,2.9473684210526314,3.7928834561953924,50.0,67.15,50.30148579996629,25.0,31.05263157894737,29.690016436899995,2.35,2.186315789473684,1.280096396224023,2.0,2.8421052631578947,2.733803981730643,0.16,0.19210526315789475,0.17216203438003205,20.0,25.57894736842105,23.469402751179587,10.0,14.631578947368421,13.233839311551906,542.0,622.2631578947369,537.1059115611354,13.0,12.263157894736842,10.10963294895384,10.0,14.68421052631579,15.758781085050634,13.0,15.947368421052632,13.729423732385559,9.0,8.947368421052632,6.372455345822591,4.0,11.68421052631579,12.970276410911165,596.0,772.0526315789474,635.0971468719665,39.0,60.578947368421055,93.40492241934439,8.0,12.368421052631579,12.715740579279377,5.0,9.473684210526315,10.415631527514742,3.0,3.736842105263158,3.429319745682612,20.0,32.78947368421053,38.58983594933375,542.0,622.2631578947369,537.1059115611354,38.2,44.27222222222222,24.190416321966545,42.3,40.63333333333333,16.447599503020637,305.0,410.89473684210526,326.8189942013166,1476.0,2702.7368421052633,2861.5547025680767,25.0,34.35,35.0492510618986,37.0,43.473684210526315,47.587776699779425,2.0,8.263157894736842,13.915786819544827,15.0,17.31578947368421,14.134483567891476,8.0,11.052631578947368,9.83459700473863,333.0,478.1578947368421,378.79153797275626,35.5,66.3,73.03719312067906,14.0,17.05263157894737,15.515131267430966,1.0,1.4736842105263157,1.7438278792686563,0.0,1.7894736842105263,2.417044737516849,12.0,33.473684210526315,44.74293044226544,43.0,55.421052631578945,52.86598968615906,13.0,15.052631578947368,13.335306871486877,13.0,12.263157894736842,10.10963294895384,49.3,45.23157894736841,15.493799929562469
Brentford,,,,28.0,24.105263157894736,10.571947874982408,21.0,18.42105263157895,12.889771093018268,1913.0,1644.7368421052631,1082.197242347729,1.0,3.210526315789474,5.750158909576336,2.0,2.0526315789473686,2.5270466778990652,2.0,2.736842105263158,1.8511889651776021,0.0,0.05263157894736842,0.22941573387056177,1.1,2.884210526315789,4.328235868225547,1.2,2.068421052631579,2.278413832174321,15.0,28.57894736842105,32.90274522399087,54.0,64.42105263157895,53.68769338547366,37.0,63.63157894736842,78.81357083249318,0.03,0.12789473684210528,0.2011240343494095,0.1,0.10578947368421054,0.10663102474700548,0.07,0.13368421052631582,0.16412090821897093,0.08,0.11421052631578947,0.08821160099276966,,,,,,,,,,,,,25.0,25.77692307692308,13.557725586429424,0.1,0.19066666666666665,0.18869728844545344,0.06,0.06384615384615386,0.09124495068572851,13.4,15.161538461538461,5.190622708554737,833.0,809.6,494.6571395565677,84.1,81.34666666666665,8.50116518624415,15479.0,14665.266666666666,9499.378870421451,91.8,90.96666666666667,5.828337997193009,91.4,89.33333333333333,8.22041593200965,53.2,53.25333333333333,11.954668344964457,6.0,13.0,17.217101133134214,47.0,61.86666666666667,50.92272390125855,7.0,11.933333333333334,17.527393525836175,1.0,2.8,4.570089089472357,54.0,64.42105263157895,53.68769338547366,17.0,29.933333333333334,30.978026006156284,1.12,1.5993333333333333,1.259668134678261,1.0,2.8,5.427443491842439,0.07,0.11200000000000002,0.1827253989695232,21.0,29.333333333333332,28.047578623950177,13.0,17.666666666666668,16.198177440099624,970.0,968.0,557.8083388200133,6.0,12.733333333333333,12.640449057725457,14.0,16.2,11.117553687749837,9.0,11.8,9.828529900244494,7.0,10.0,10.155927192672127,12.0,13.733333333333333,12.144761755392244,1147.0,1126.0666666666666,613.5407154572625,111.0,195.13333333333333,332.55308204999756,12.0,14.933333333333334,13.00256384974389,7.0,10.133333333333333,10.960100798980342,2.0,4.266666666666667,6.808258290662962,20.0,30.0,34.44664611499106,970.0,968.0,557.8083388200133,45.8,56.39333333333334,29.192965558422433,36.2,28.466666666666665,23.694624666688394,677.0,661.4666666666667,382.6796248013412,5250.0,5751.066666666667,5663.012694754655,15.0,28.57894736842105,32.90274522399087,47.0,61.86666666666667,50.92272390125855,2.0,5.6,8.500420157682964,10.0,14.933333333333334,14.473950327924923,6.0,11.4,13.053735097664577,739.0,744.4666666666667,436.5144191149223,37.0,63.63157894736842,78.81357083249318,9.0,12.333333333333334,9.925916054642489,0.0,0.8666666666666667,1.552264091423817,0.0,1.6666666666666667,2.380476142847616,5.0,19.666666666666668,33.729314648635636,48.0,63.333333333333336,43.042614542644436,11.0,17.666666666666668,16.264187945415827,6.0,12.733333333333333,12.640449057725457,50.0,50.28,20.478602072825744
Brighton,,,,22.5,20.291666666666668,9.593834825900782,13.5,14.416666666666666,9.263845884928685,1271.5,1285.7083333333333,817.8952563515201,1.0,2.25,3.1519490174645357,1.0,1.5,1.6681153124565982,2.5,2.9166666666666665,2.586195235689187,0.0,0.125,0.3378319623460881,0.9500000000000001,2.1666666666666665,2.7740516070975647,1.3,1.5166666666666666,1.4187154835231786,19.5,30.208333333333332,30.75001472840463,43.0,57.375,50.32832420607013,37.5,56.625,64.93127637875227,0.07500000000000001,0.1254166666666667,0.14631648742624198,0.045,0.10583333333333335,0.13704701404252126,0.09,0.12875,0.11573254399316743,0.095,0.11041666666666668,0.077934150948464,,,,,,,,,,,,,34.5,34.800000000000004,28.09108201705461,0.23,0.40263157894736845,0.5530204145846412,0.06,0.11000000000000001,0.22365648262955004,16.8,16.936842105263157,5.725305477179147,429.0,530.421052631579,439.69109305277215,78.5,78.87894736842105,6.9621659263454,7524.0,8759.368421052632,8144.055822844907,88.4,87.26842105263158,6.686890377744845,84.0,82.47894736842106,9.65329989332194,50.6,53.61052631578948,17.13767437667479,13.0,12.0,11.105554165971787,32.0,43.578947368421055,48.78332569123467,7.0,10.210526315789474,9.089548010816362,2.0,2.9473684210526314,3.099707588548139,43.0,57.375,50.32832420607013,27.0,30.789473684210527,24.735442289620735,1.61,2.291052631578947,1.607710223809841,3.0,3.473684210526316,4.7418751688503,0.18,0.27789473684210525,0.3116547047146252,24.0,26.42105263157895,19.3715593058876,11.0,15.157894736842104,11.95948325664959,501.0,658.0526315789474,516.1662602177079,9.0,12.0,8.393118874676114,17.0,18.473684210526315,12.339495852535338,10.0,15.68421052631579,15.776398094688954,12.0,12.631578947368421,8.37463449494822,10.0,12.68421052631579,11.21037531128566,569.0,825.8421052631579,598.6743933389553,34.0,58.78947368421053,63.79966818737159,12.0,12.947368421052632,11.457523894854837,10.0,9.947368421052632,8.08615884782637,2.0,3.526315789473684,3.4216373769266206,23.0,33.31578947368421,36.65310754080288,501.0,658.0526315789474,516.1662602177079,40.0,42.789473684210535,18.88817662915796,43.3,44.357894736842105,22.341598365915086,344.0,448.1578947368421,345.5712280908388,1944.0,2935.5789473684213,3182.989253931479,19.5,30.208333333333332,30.75001472840463,32.0,43.578947368421055,48.78332569123467,4.0,9.263157894736842,13.076026007176297,12.0,19.63157894736842,18.98891643481589,8.0,13.947368421052632,13.12111819511045,407.0,521.0,378.52109878079744,37.5,56.625,64.93127637875227,12.0,13.68421052631579,9.333646611283688,1.0,1.631578947368421,1.7065405655167958,1.0,2.5789473684210527,6.122052937025512,13.0,25.105263157894736,28.579119683281796,49.0,63.31578947368421,47.864452863823864,8.0,20.842105263157894,25.523982530367913,9.0,12.0,8.393118874676114,50.0,48.594736842105256,16.473428897746906
